

Fri Aug  4 10:53:18.121 PDT
Syslog logging: enabled (0 messages dropped, 0 flushes, 0 overruns)
    Console logging: level warnings, 281 messages logged
    Monitor logging: level informational, 0 messages logged
    Trap logging: level informational, 0 messages logged
    Buffer logging: level debugging, 70 messages logged

Log Buffer (2097152 bytes):

RP/0/RP0/CPU0:Aug  4 10:14:35.857 : SSHD_[67874]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:22:02.503 : SSHD_[68063]: %SECURITY-SSHD-6-INFO_SUCCESS_COMMAND : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256', command 'show logging') 
RP/0/RP0/CPU0:Aug  4 10:22:02.976 : SSHD_[68063]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:29:44.181 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.16 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.184 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.20 Down - Peer closing down the session (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.188 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1220 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.188 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1218 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.189 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1222 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.189 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.18 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.189 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.22 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.189 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1216 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:11.474 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.20 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:13.348 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.16 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:13.658 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1222 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:16.446 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.18 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:16.943 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1218 Up (VRF: default) (AS: 65012) 
