

Fri Aug  4 10:53:22.915 PDT
Syslog logging: enabled (0 messages dropped, 0 flushes, 0 overruns)
    Console logging: level warnings, 238 messages logged
    Monitor logging: level informational, 0 messages logged
    Trap logging: level informational, 0 messages logged
    Buffer logging: level debugging, 74 messages logged

Log Buffer (2097152 bytes):

RP/0/RP0/CPU0:Aug  4 10:14:42.027 : SSHD_[68920]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:22:07.062 : SSHD_[69117]: %SECURITY-SSHD-6-INFO_SUCCESS_COMMAND : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256', command 'show logging') 
RP/0/RP0/CPU0:Aug  4 10:22:07.525 : SSHD_[69117]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:24:44.111 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.26.66 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65026) 
RP/0/RP0/CPU0:Aug  4 10:25:17.332 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.26.66 Up (VRF: default) (AS: 65026) 
RP/0/RP0/CPU0:Aug  4 10:29:44.186 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.50 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.186 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.54 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.186 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.52 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.191 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.48 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.203 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1248 Down - Peer closing down the session (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.203 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1250 Down - Peer closing down the session (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.203 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1252 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.207 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1254 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:12.240 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1252 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:16.449 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.52 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:16.830 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.48 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:16.860 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.54 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:17.609 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.50 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:25.239 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1248 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:25.857 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1250 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:26.893 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1254 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:25.812 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.27.79 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65028) 
RP/0/RP0/CPU0:Aug  4 10:36:14.379 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.27.79 Up (VRF: default) (AS: 65028) 
RP/0/RP0/CPU0:Aug  4 10:39:44.187 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.48 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.191 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.50 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.192 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.52 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.192 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.54 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.202 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1148 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.202 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1152 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.203 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1154 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:39:44.204 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1150 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.079 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1152 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.325 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.52 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.359 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.54 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.366 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.48 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.454 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1150 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:14.539 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.50 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:15.354 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1154 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:26.688 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1148 Up (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:40:29.620 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.48 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.620 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.50 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.622 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.52 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.622 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.54 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.634 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1248 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.634 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1254 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.636 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1250 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:40:29.636 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1252 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:02.013 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.50 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:05.013 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1252 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:05.536 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1254 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:05.756 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1250 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:10.919 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.48 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:14.447 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1248 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:14.711 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.52 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:20.330 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.54 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:41:32.392 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.48 Down - Peer closing down the session (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.392 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.54 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.394 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.50 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.394 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.52 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.408 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1354 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.408 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1350 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.409 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1352 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:41:32.409 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1348 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:00.345 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1354 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:01.595 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.48 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:04.255 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1350 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:04.299 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.52 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:06.895 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1348 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:18.637 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.54 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:19.820 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1352 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:42:23.598 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.50 Up (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:51:41.229 : SSHD_[69619]: %SECURITY-SSHD-6-INFO_SUCCESS_COMMAND : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256', command 'show logging') 
RP/0/RP0/CPU0:Aug  4 10:51:41.705 : SSHD_[69619]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:53:22.604 : SSHD_[65888]: %SECURITY-SSHD-6-INFO_SUCCESS_COMMAND : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256', command 'show logging') 
