

Fri Aug  4 10:53:24.117 PDT
Syslog logging: enabled (0 messages dropped, 0 flushes, 0 overruns)
    Console logging: level warnings, 59 messages logged
    Monitor logging: level informational, 0 messages logged
    Trap logging: level informational, 0 messages logged
    Buffer logging: level debugging, 152 messages logged

Log Buffer (2097152 bytes):

RP/0/RP0/CPU0:Aug  4 10:14:43.810 : SSHD_[67239]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:22:08.162 : SSHD_[67435]: %SECURITY-SSHD-6-INFO_SUCCESS_COMMAND : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256', command 'show logging') 
RP/0/RP0/CPU0:Aug  4 10:22:08.614 : SSHD_[67435]: %SECURITY-SSHD-6-INFO_USER_LOGOUT : User 'admin' from '10.200.96.148' logged out on 'vty0' 
RP/0/RP0/CPU0:Aug  4 10:29:44.186 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.56 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.186 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.62 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.188 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.58 Down - Peer closing down the session (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.189 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.60 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.208 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1256 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.208 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1258 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.208 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1260 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:29:44.208 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1262 Down - BGP Notification received, administrative reset (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:12.545 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1262 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:13.492 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.56 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:13.857 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1258 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:21.281 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.60 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:22.129 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1256 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:22.339 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.62 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:30.852 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1260 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:30:31.926 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.58 Up (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:07.328 : SSHD_[67655]: %SECURITY-SSHD-6-INFO_SUCCESS : Successfully authenticated user 'admin' from '10.200.96.148' on 'vty0'(cipher 'aes128-ctr', mac 'hmac-sha2-256') 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.56 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.58 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.60 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.11.62 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.56 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.58 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.60 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.12.62 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65012) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.56 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.58 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.60 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.13.62 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65013) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.14.56 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65014) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.14.58 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65014) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.14.60 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65014) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.14.62 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65014) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.27.78 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65027) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.28.1 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65502) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.28.3 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65502) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 172.31.28.5 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65503) 
RP/0/RP0/CPU0:Aug  4 10:35:25.799 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1156 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.800 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1158 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
RP/0/RP0/CPU0:Aug  4 10:35:25.800 : bgp[1050]: %ROUTING-BGP-5-ADJCHANGE : neighbor 2001:420:289:2000:0:1ab:fab0:1160 Down - User clear requested (CEASE notification sent - administrative reset) (VRF: default) (AS: 65011) 
